timestamp,current_demand,current_supply,supply_capacity,supply_reserve,reserve_rate,operation_reserve,is_holiday,day_type
2024-01-01 00:00:00,59591.541666666664,100875.33333333333,100875.33333333333,41283.85,69.31131666666668,11114.933333333334,True,2
2024-01-01 01:00:00,57064.149999999994,100830.91666666667,100830.91666666667,43766.725,76.72005833333331,10820.8,True,2
2024-01-01 02:00:00,55392.225,100875.41666666667,100875.41666666667,45483.33333333334,82.12009166666665,10950.508333333331,True,2
2024-01-01 03:00:00,54526.450000000004,100294.16666666667,100294.16666666667,45767.80000000001,83.93775000000001,11340.983333333332,True,2
2024-01-01 04:00:00,54508.700000000004,99514.17499999999,99514.17499999999,45005.450000000004,82.56870833333333,11327.558333333334,True,2
2024-01-01 05:00:00,55165.924999999996,99663.08333333333,99663.08333333333,44497.166666666664,80.66264166666667,11108.891666666668,True,2
2024-01-01 06:00:00,56162.48333333334,100028.76666666666,100028.76666666666,43866.40833333333,78.11103333333334,11508.933333333334,True,2
2024-01-01 07:00:00,56769.583333333336,100040.66666666667,100040.66666666667,43271.14166666667,76.223875,12580.516666666668,True,2
2024-01-01 08:00:00,56661.69166666667,99301.29166666667,99301.29166666667,42636.0,75.24596666666666,12578.85,True,2
2024-01-01 09:00:00,54687.575000000004,99810.85833333332,99810.85833333332,43835.01666666667,78.31209999999999,13454.841666666667,True,2
2024-01-01 10:00:00,52974.08333333334,99828.69166666665,99828.69166666665,44555.73333333333,80.626075,13081.966666666667,True,2
2024-01-01 11:00:00,51492.024999999994,100175.66666666667,100175.66666666667,46002.76666666667,84.92034166666666,13617.333333333334,True,2
2024-01-01 12:00:00,50842.01666666667,100252.5,100252.5,46071.85833333334,85.03410833333335,13432.5,True,2
2024-01-01 13:00:00,51561.75833333334,100194.83333333333,100194.83333333333,45353.74166666667,82.70719166666667,12937.291666666666,True,2
2024-01-01 14:00:00,53531.28333333333,99552.31666666667,99552.31666666667,43554.20833333334,77.792675,12164.058333333334,True,2
2024-01-01 15:00:00,55866.03333333333,99372.15000000001,99372.15000000001,41893.666666666664,72.89633333333333,12985.825000000003,True,2
2024-01-01 16:00:00,58438.56666666666,99533.95833333336,99533.95833333336,40706.799999999996,69.21508333333333,13539.916666666666,True,2
2024-01-01 17:00:00,61723.04166666668,99452.45000000001,99452.45000000001,37729.424999999996,61.16915000000001,11816.183333333334,True,2
2024-01-01 18:00:00,63133.34166666665,99689.47500000002,99689.47500000002,36556.13333333334,57.90395833333334,11735.933333333334,True,2
2024-01-01 19:00:00,62953.85833333333,100312.95833333333,100312.95833333333,37358.93333333333,59.343975,11660.991666666667,True,2
2024-01-01 20:00:00,62277.600000000006,100173.75,100173.75,37896.166666666664,60.85184166666668,10838.158333333335,True,2
2024-01-01 21:00:00,61200.35833333334,100137.0,100137.0,38936.608333333344,63.62481666666667,11937.300000000001,True,2
2024-01-01 22:00:00,61026.35,100088.75,100088.75,39062.46666666667,64.011925,11984.325000000003,True,2
2024-01-01 23:00:00,60786.708333333336,99918.54166666669,99918.54166666669,39131.86666666667,64.38946666666666,11806.266666666668,True,2
2024-01-02 00:00:00,58096.208333333336,100728.05,100728.05,42631.86666666667,73.43029166666666,12749.275000000001,False,0
2024-01-02 01:00:00,55715.50833333334,101198.41666666667,101198.41666666667,44638.0,78.924775,13420.758333333333,False,0
2024-01-02 02:00:00,54499.541666666664,101100.41666666667,101100.41666666667,44046.725,77.20375833333334,14846.775,False,0
